County,Office,Candidate,Party,District,Votes
,Town Council Member,Eugene Warner,Republican,Claypool,33
,Town Council Member,Evan M Norris,Republican,"Zionsville Ward 1, Zionsville Ward 2, Zionsville Ward 3, Zionsville Ward 4, Zionsville Ward 5",4096
,Town Council Member,Frankie Garrett,Republican,UTICA,128
,Town Council Member,Freida Ann Plasters,Republican,COATESVILLE,57
,Town Council Member,G Douglas Turich,Republican,Highland,2624
,Town Council Member,Gail Atwood,Republican,Orestes,27
,Town Council Member,Gary D Vandeventer Jr.,Republican,BLOOMFIELD DIST 2,141
,Town Council Member,George M Georgeff,Republican,Highland,2323
,Town Council Member,George Shinkan,Republican,Munster,3091
,Town Council Member,Ginny Bess Munroe,Republican,Culver,147
,Town Council Member,Glenn Adams,Republican,BROWNSBURG,979
,Town Council Member,Glenn D Black,Republican,WESTPORT,175
,Town Council Member,Grant Conner,Republican,STRAUGHN,30
,Town Council Member,Greg Brewer,Republican,2nd Town Council Dist,156
,Town Council Member,Greg Dennis,Republican,UTICA,223
,Town Council Member,Greg Nelson,Republican,TOWN OF PRINCES LAKES,131
,Town Council Member,GREG REDDEN,Republican,GREENVILLE,56
,Town Council Member,Gregory Goshorn,Republican,Brownstown,151
,Town Council Member,Harlan R. Fisher,Republican,CORYDON,118
,Town Council Member,Harold Salyer,Republican,KOUTS,113
,Town Council Member,Harry E Mccoy Jr.,Republican,BORDEN,125
,Town Council Member,Heath Roberts,Republican,Etna Green,50
,Town Council Member,Heather Snyder Davis,Republican,CORYDON,137
,Town Council Member,Herald M. Hill,Republican,GOSPORT,51
,Town Council Member,Herb Schneider,Republican,LANESVILLE,86
,Town Council Member,Hope Schneider,Republican,CORYDON,142
,Town Council Member,Hugh D Payne Jr.,Republican,MILTON,32
,Town Council Member,Isaiah A. Medina Geels,Republican,Poneto,6
,Town Council Member,Jackie D Bryant,Republican,TOWN OF TRAFALGAR,52
,Town Council Member,Jacob T Gibson,Republican,Town of Russiaville,21
,Town Council Member,JAMES (SCOTT) ENSTROM,Republican,HYMERA,57
,Town Council Member,James Powers,Republican,LANESVILLE,102
,Town Council Member,James Ronald Travelsted,Republican,AMO,26
,Town Council Member,James Rumell II,Republican,TOWN OF BARGERSVILLE,987
,Town Council Member,James Wilson Creekbaum,Republican,COATESVILLE,51
,Town Council Member,Jamie Hudgins,Republican,CLARKSVILLE 4,218
,Town Council Member,JARED (OPIE) MILLER,Republican,SHELBURN,127
,Town Council Member,Jason A Ramey,Republican,TOWN OF TRAFALGAR,55
,Town Council Member,Jason Alan Plunkett,Republican,Zionsville Ward 2,927
,Town Council Member,Jason DeLisle,Republican,"SPEEDWAY 1, SPEEDWAY 2, SPEEDWAY 3, SPEEDWAY 4, SPEEDWAY 5",1405
,Town Council Member,Jason M Robertson,Republican,WORTHINGTON DIST 1,131
,Town Council Member,JASON PARRISH,Republican,GEORGETOWN,129
,Town Council Member,Jason W Hanes,Republican,Etna Green,43
,Town Council Member,Jaylen Morgan,Republican,REYNOLDS,21
,Town Council Member,Jayson R Puckett,Republican,AVON,628
,Town Council Member,JD Thomas II ,Republican,AVON,560
,Town Council Member,Jeff Beachy,Republican,BRISTOL,154
,Town Council Member,Jeff Cook,Republican,MOORESVILLE,497
,Town Council Member,Jeff Davis,Republican,ALBANY,152
,Town Council Member,JEFF FANSLER,Republican,WALKERTON,208
,Town Council Member,Jeff Simpson,Republican,TOWN OF EDINBURGH,202
,Town Council Member,Jeff Strasburger,Republican,Earl Park,53
,Town Council Member,Jeffery A Carson,Republican,HAZLETON,35
,Town Council Member,Jeffrey Griffin,Republican,LARWILL,18
,Town Council Member,Jeffrey Minard,Republican,SCHERERVILLE,2254
,Town Council Member,Jeffrey Sarine,Republican,PRECINCT 34,193
,Town Council Member,Jenna Ogrizovich,Republican,Dyer,1554
,Town Council Member,Jennifer  Voignier,Republican,CLARKSVILLE,1164
,Town Council Member,Jennifer (Jen) Lowry,Republican,SCHERERVILLE,2132
,Town Council Member,JENNIFER HARRELSON,Republican,FARMERSBURG,83
,Town Council Member,Jennifer L. Fisher,Republican,CHESTERTON,1014
,Town Council Member,Jeremy A Green,Republican,Carthage,72
,Town Council Member,Jeremy Jay Harsin,Republican,VEVAY,187
,Town Council Member,JEREMY SCHWARTZ,Republican,DUGGER,47
,Town Council Member,Jeremy Yahwak,Republican,MIDDLEBURY,97
,Town Council Member,Jerry Ault,Republican,MEDORA,30
,Town Council Member,Jerry D Utter,Republican,LARWILL,34
,Town Council Member,Jerry Robertson,Republican,REYNOLDS,41
,Town Council Member,Jessica M Jones,Republican,TOWN OF TRAFALGAR,54
,Town Council Member,Jill L Gross,Republican,Mentone,59
,Town Council Member,Jim Brown,Republican,NEW HARMONY,45
,Town Council Member,Jim Ton,Republican,CHESTERTON,1044
,Town Council Member,Jodie Rankin,Republican,POSEYVILLE,163
,Town Council Member,Joe Hofferth,Republican,Munster,3217
,Town Council Member,Joe Sayler,Republican,TOWN OF WHITELAND,211
,Town Council Member,Joe Stein,Republican,"Zionsville Ward 1, Zionsville Ward 2, Zionsville Ward 3, Zionsville Ward 4, Zionsville Ward 5",4440
,Town Council Member,Joey Mitchell,Republican,PRECINCT 27,71
,Town Council Member,John  Price,Republican,3rd Town Council Dist,253
,Town Council Member,John (Jack) McGraw,Republican,BURNS HARBOR,117
,Town Council Member,John (Tom) Walter,Republican,LANESVILLE,103
,Town Council Member,John Noland,Republican,MILTON,29
,Town Council Member,John Perrin,Republican,TOWN OF NEW WHITELAND,118
,Town Council Member,John T Abrell,Republican,Carthage,65
,Town Council Member,JOHN T HENDRIX,Republican,SEELYVILLE,0
,Town Council Member,John T. VanDenburgh,Republican,CHESTERTON,644
,Town Council Member,John W Newhouse,Republican,LEWISVILLE,42
,Town Council Member,Johnny Bob Dillon,Republican,OOLITIC,21
,Town Council Member,Johnny Pipes,Republican,Clay City,21
,Town Council Member,Jon  Broglin  ,Republican,OOLITIC,17
,Town Council Member,Jon DerwinskI,Republican,"WT 01, WT 08, WT 09, WT 10",352
,Town Council Member,JONATHAN (CHUBBLES) SIMMERS,Republican,SHELBURN,99
,Town Council Member,Jonathan Petersen,Republican,Munster,3169
,Town Council Member,JOSEPH NEHLS,Republican,110004,94
,Town Council Member,Joshua Geerken,Republican,"MONROE 1, MONROE 2, MONROE 3",82
,Town Council Member,Joy May,Republican,MILTON,0
,Town Council Member,JOYCE JOINER,Republican,WALKERTON,116
,Town Council Member,Justin H. Rutledge,Republican,POSEYVILLE,186
,Town Council Member,Justin R Thompson,Republican,LEWISVILLE,47
,Town Council Member,JUSTIN WASSEL,Republican,FARMERSBURG,64
,Town Council Member,Kameron J Petro,Republican,GASTON,66
,Town Council Member,Karen Pollen,Republican,Fairmount At Large,142
,Town Council Member,Kasey A Noel,Republican,UTICA,124
,Town Council Member,KASSANDRA (KASSIE) SHAKE,Republican,CARLISLE,86
,Town Council Member,Kathryn  Lawhorn,Republican,Orestes,34
,Town Council Member,Keith A Claassen,Republican,Etna Green,35
,Town Council Member,KEITH K. (KEN) SMITH,Republican,TOWN OF VEEDERSBURG,85
,Town Council Member,KELLY GREULICH,Republican,TOWN OF SANTA CLAUS,329
,Town Council Member,Kelly Land,Republican,Carthage,60
,Town Council Member,Ken Pollen,Republican,Fairmount At Large,113
,Town Council Member,Kenneth Surber,Republican,WATERLOO,0
,Town Council Member,Kevin B Harrison,Republican,TOWN OF PRINCES LAKES,143
,Town Council Member,Kevin Gray,Republican,Schneider,28
,Town Council Member,KEVIN KENT BURKE,Republican,TOWN OF SANTA CLAUS,376
,Town Council Member,Kevin Miller,Republican,Clay City,48
,Town Council Member,Kevin Richey,Republican,KNIGHTSTOWN,151
,Town Council Member,Kevin Russell,Republican,Whitestown Ward 4,141
,Town Council Member,Kimberly Archer,Republican,WORTHINGTON DIST 2,138
,Town Council Member,Kirk Witt,Republican,MOORESVILLE,457
,Town Council Member,Kyle Ellis,Republican,HAZLETON,35
,Town Council Member,KYLE KRUER,Republican,GREENVILLE,54
,Town Council Member,Kyle Kubik,Republican,TRAIL CREEK,194
,Town Council Member,KYLE NORRIS,Republican,WALKERTON,111
,Town Council Member,L. Michael Booe,Republican,TOWN OF VEEDERSBURG,68
,Town Council Member,Lane Penick,Republican,VEVAY,165
,Town Council Member,Larry A. Randolph,Republican,MILLERSBURG,44
,Town Council Member,Larry F Nagy,Republican,Cedar Lake,782
,Town Council Member,Larry Fidler,Republican,CLOVERDALE,125
,Town Council Member,LAURA A. DILLON,Republican,ANDREWS,101
,Town Council Member,Leann F Deal,Republican,WESTVILLE,182
,Town Council Member,Lester (Les) Rhoads,Republican,CORYDON,142
,Town Council Member,Lewis Wheeler,Republican,PRECINCT 27,74
,Town Council Member,Linda Sue Stoddard,Republican,COATESVILLE,48
,Town Council Member,Lindsey Foster,Republican,PRECINCT 27,71
,Town Council Member,Lindsey Kelly,Republican,TOWN OF PRINCES LAKES,156
,Town Council Member,Luke J Rich,Republican,MERRILLVILLE 6TH WARD,144
,Town Council Member,LYLE F TORRENCE,Republican,TOWN OF HUDSON,34
,Town Council Member,Mackenzie Sondgeroth,Republican,Earl Park,81
,Town Council Member,Margaret (Maggie) DeBusk,Republican,Carthage,55
,Town Council Member,Mark  Wicks,Republican,AMO,51
,Town Council Member,Mark A Schock,Republican,CAMDEN,103
,Town Council Member,Mark Leyva,Republican,Highland,2045
,Town Council Member,MARK RUSK,Republican,TOWN OF VEEDERSBURG,89
,Town Council Member,MARK STEWART,Republican,HYMERA,50
,Town Council Member,Mark Tieken,Republican,BROWNSBURG,671
,Town Council Member,Mary Lou McFadden,Republican,LONG BEACH,273
,Town Council Member,MATT NOLAN,Republican,GEORGETOWN,128
,Town Council Member,Matt Sheridan,Republican,OWENSVILLE,72
,Town Council Member,Matt Simpson,Republican,BROWNSBURG,995
,Town Council Member,Matthew  Rollins,Republican,ELNORA,42
,Town Council Member,Matthew J Czarnecki,Republican,SELLERSBURG,450
,Town Council Member,Matthew Tim Brown,Republican,TOWN OF WHITELAND,274
,Town Council Member,Megan Copas,Republican,REYNOLDS,37
,Town Council Member,Melanie Way,Republican,Wheatfield,38
,Town Council Member,Michael  Miller,Republican,GOSPORT,93
,Town Council Member,MICHAEL (MIKE) DRYSDALE,Republican,DUGGER,41
,Town Council Member,MICHAEL DEAN YOUNG,Republican,ANDREWS,95
,Town Council Member,Michael Ganz,Republican,BEVERLY SHORES,93
,Town Council Member,Michael Geels,Republican,"MONROE 1, MONROE 2, MONROE 3",102
,Town Council Member,Michael Harbin,Republican,"Upland District 1, Upland District 2, Upland District 3",212
,Town Council Member,Michael Holloway,Republican,MIDDLEBURY,92
,Town Council Member,MICHAEL JOHANNES,Republican,TOWN OF SANTA CLAUS,370
,Town Council Member,Mike Gruszka,Republican,Lowell,535
,Town Council Member,Mike Peters,Republican,TOWN OF TRAFALGAR,43
,Town Council Member,Miranda Cripe,Republican,MIDDLEBURY,94
,Town Council Member,Miriam Rooks,Republican,TOWN OF EDINBURGH,262
,Town Council Member,Mylea Pluris,Republican,Paoli,360
,Town Council Member,Nate Morton,Republican,Claypool,27
,Town Council Member,NICHOLAS HANLON,Republican,110004,110
,Town Council Member,Nick Sturgeon,Republican,"SPEEDWAY 1, SPEEDWAY 2, SPEEDWAY 3, SPEEDWAY 4, SPEEDWAY 5",1507
,Town Council Member,Pam Vanhook,Republican,Atlanta,55
,Town Council Member,Pam Watson,Republican,UTICA,107
,Town Council Member,Patrick Powell,Republican,WOLCOTT,51
,Town Council Member,Patrick S Reel,Republican,Town of Russiaville,30
,Town Council Member,Patti Buis,Republican,Schneider,10
,Town Council Member,Paul B. Hamann,Republican,CORYDON,116
,Town Council Member,Paul Kleinaitis,Republican,BEVERLY SHORES,170
,Town Council Member,Paul W Miller,Republican,Poneto,32
,Town Council Member,Peter A Connolly,Republican,TOWN OF LAUREL,51
,Town Council Member,PETER C QUIST,Republican,110004,102
,Town Council Member,Peter Pizarek,Republican,TRAIL CREEK,209
,Town Council Member,Phil Klotz,Republican,WAKARUSA,234
,Town Council Member,Philip Scheeringa,Republican,Highland,2816
,Town Council Member,Phillip Allen Edwards,Republican,MILTON,46
,Town Council Member,Randall C.G. Mitschelen,Republican,WAKARUSA,210
,Town Council Member,Randall W Mobley,Republican,SELLERSBURG 2,188
,Town Council Member,Randy Ravenscraft,Republican,PRECINCT 27,75
,Town Council Member,Raymond Dean Rentfrow Jr.,Republican,BRISTOL,152
,Town Council Member,Rebecca L Jones,Republican,TOWN OF LAUREL,47
,Town Council Member,Rhonda D Freeman,Republican,MEDORA,45
,Town Council Member,Richard A. (Rick) RikoskI,Republican,BEVERLY SHORES,102
,Town Council Member,Richard C Hill,Republican,TOWN OF WHITELAND,216
,Town Council Member,Richard C Thiel  Jr.,Republican,Cedar Lake,1083
,Town Council Member,Richard Courneya,Republican,Wheatfield,36
,Town Council Member,Richard M Craig,Republican,LEWISVILLE,50
,Town Council Member,Rick Bennett,Republican,WOLCOTT,30
,Town Council Member,Ricky Yates ,Republican,Earl Park,25
,Town Council Member,Robert (Bob) Starkey,Republican,Dyer,1540
,Town Council Member,Robert (Rocky) Cooper,Republican,TOWN OF NEW PALESTINE,238
,Town Council Member,Robert D Byers,Republican,Argos,56
,Town Council Member,Robert Holland,Republican,GASTON,98
,Town Council Member,Rod Clark,Republican,NEW HARMONY,184
,Town Council Member,Roger L Waddell,Republican,Town of Russiaville,29
,Town Council Member,ROGER NEWSOME JR.,Republican,ANDREWS,107
,Town Council Member,Roger Wade,Republican,NEW HARMONY,106
,Town Council Member,Roseann M. Bozak,Republican,BURNS HARBOR,127
,Town Council Member,Roselle Negron,Republican,BEVERLY SHORES,58
,Town Council Member,Russ Erwin,Republican,PORTER,180
,Town Council Member,Russell I Wilson,Republican,WESTPORT,170
,Town Council Member,Ruth Ann Moore,Republican,TOWN OF BARGERSVILLE,958
,Town Council Member,Ryann Reagan,Republican,SPENCER,81
,Town Council Member,Sabine Miller,Republican,MERRILLVILLE 4TH WARD,78
,Town Council Member,Sally Clyatt Stock,Republican,CLARKSVILLE 3,261
,Town Council Member,Sally Ricciardi,Republican,Culver,152
,Town Council Member,Sandra Birch,Republican,FORT BRANCH,179
,Town Council Member,Sandy J Brown,Republican,NEW HARMONY,27
,Town Council Member,Sarah Esterline Sampson,Republican,Zionsville Ward 4,957
,Town Council Member,Sarah Gardner,Republican,"SPEEDWAY 1, SPEEDWAY 2, SPEEDWAY 3, SPEEDWAY 4, SPEEDWAY 5",1894
,Town Council Member,Scott McVoy,Republican,SELLERSBURG 1,156
,Town Council Member,Scott S Wahl,Republican,"CLOVERDALE WARD 1, CLOVERDALE WARD 2, CLOVERDALE WARD 3",70
,Town Council Member,Scott Yoho,Republican,BLOOMFIELD DIST 1,64
,Town Council Member,Scotty R DeLong,Republican,FORT BRANCH,195
,Town Council Member,Sean Harrold,Republican,"SPEEDWAY 1, SPEEDWAY 2, SPEEDWAY 3, SPEEDWAY 4, SPEEDWAY 5",1389
,Town Council Member,Segdrick Satterfield,Republican,MILTON,41
,Town Council Member,Shane Davis,Republican,Pendleton,319
,Town Council Member,Sharon Rancourt,Republican,Sidney,21
,Town Council Member,Shawn Sizemore,Republican,Upland,253
,Town Council Member,Shelly L Krueger,Republican,Mentone,61
,Town Council Member,Sherri Sweet,Republican,TOWN OF EDINBURGH,323
,Town Council Member,Sid Holderly,Republican,REYNOLDS,38
,Town Council Member,SKIP POWELL,Republican,GREENVILLE,55
,Town Council Member,Spencer Reed,Republican,ALBANY,153
,Town Council Member,Spencer S Standley,Republican,Bourbon,94
,Town Council Member,STACEY SCHWOEPPE,Republican,TOWN OF GRANDVIEW,0
,Town Council Member,Stacie Krieger,Republican,TOWN OF NEWBURGH,237
,Town Council Member,Stanley A Cox,Republican,PRECINCT 34,201
,Town Council Member,Stephen A Williams,Republican,BORDEN,131
,Town Council Member,Steve Brogan,Republican,DALEVILLE,146
,Town Council Member,Steven R Kerr,Republican,OOLITIC,19
,Town Council Member,Susie Qualls,Republican,TOWN OF BARGERSVILLE,1045
,Town Council Member,Tamera S Davis,Republican,MORRISTOWN,124
,Town Council Member,Tangie Jenkins,Republican,OOLITIC,19
,Town Council Member,Tanya Sumner,Republican,Whitestown Ward 3,107
,Town Council Member,Teresa L Mcclure,Republican,BORDEN,121
,Town Council Member,Teri Reed,Republican,TOWN OF NEW PALESTINE,369
,Town Council Member,Terry L Clemens,Republican,Bourbon,99
,Town Council Member,Terry Wallace,Republican,FRANCISCO,87
,Town Council Member,Theron Owen,Republican,Paoli,375
,Town Council Member,Thomas "Tom" Roberts,Republican,DALEVILLE,136
,Town Council Member,Thomas (Tom) Black,Republican,Highland,2374
,Town Council Member,Tim Gant,Republican,KOUTS,93
,Town Council Member,Tim Hauber,Republican,CLARKSVILLE 1,307
,Town Council Member,Tim McDonald  ,Republican,UTICA,114
,Town Council Member,Tim Robinson,Republican,Brownstown,151
,Town Council Member,Timothy (Tim) Clayton,Republican,"WT 01, WT 08, WT 09, WT 10",427
,Town Council Member,Timothy (TJ) Tilley,Republican,Knightsville,26
,Town Council Member,Timothy Johnson,Republican,Atlanta,52
,Town Council Member,Timothy R Berry,Republican,MONROEVILLE,201
,Town Council Member,Tom Friend,Republican,RIDGEVILLE,78
,Town Council Member,TOM HARRISON,Republican,TOWN OF VEEDERSBURG,88
,Town Council Member,Tom Warthen,Republican,MOORESVILLE,544
,Town Council Member,Tracy D Brumfiel,Republican,TOWN OF LAUREL,50
,Town Council Member,Troy C Kiefer,Republican,LARWILL,32
,Town Council Member,TROY E. FINLEY,Republican,TOWN OF VEEDERSBURG,83
,Town Council Member,Vance Lloyd Jr.,Republican,FRANCISCO,56
,Town Council Member,Veronica Favela,Republican,REYNOLDS,33
,Town Council Member,Vincent Noblet,Republican,"SPEEDWAY 1, SPEEDWAY 2, SPEEDWAY 3, SPEEDWAY 4, SPEEDWAY 5",1336
,Town Council Member,WALKER JEWELL,Republican,TOWN OF GRANDVIEW,0
,Town Council Member,William (Bill) Baughn,Republican,RIDGEVILLE,50
,Town Council Member,WILLIAM J EBERT,Republican,TOWN OF HUDSON,36
,Town Council Member,William Walters,Republican,DALEVILLE,147
