County,Office,Candidate,Party,District,Votes
,Town Council Member,Vicki E Jellison,Republican,ALBION,286
,Town Council Member,W. Brian Jordan,Republican,WILLIAMSPORT,353
,Town Council Member,Wes Hull,Republican,GALVESTON,209
,Town Council Member,William (Bill) Majeske,Republican,PITTSBORO,581
,Town Council Member,William R Peebles,Republican,DANA,121
,Town Council Member,Zachary (Zack) Beaver,Republican,"WT 01, WT 08, WT 09, WT 10",1146
,School Board Member, H. BRYAN JOHNSON,Non Partisan,LAWRENCEBURG COMM.,869
,School Board Member,Aaron (Spud) Schocke,Non Partisan,SALEM COMM SCHOOLS,1305
,School Board Member,Aaron M Carlton,Non Partisan,HANOVER,406
,School Board Member,Aaron Michael Kuzma,Non Partisan,Hanover,1791
,School Board Member,Aaron Rink,Non Partisan,FAIRFIELD COMMUNITY SCHOOL,1611
,School Board Member,Aaron T Campbell,Non Partisan,EASTERN PULASKI,1612
,School Board Member,Abbee R Summers,Non Partisan,"JACKSON, LIBERTY A, LIBERTY B, LIBERTY C, LIBERTY D, UNION",1620
,School Board Member,ABBY PROBST ,Non Partisan,FREMONT SCHOOL DISTRICT,1374
,School Board Member,Adam  Penrod,Non Partisan,MCS,1560
,School Board Member,Adam Brown,Non Partisan,WEST WASHINGTON,909
,School Board Member,Adam D Cole,Non Partisan,SWITZERLAND CO. SCHOOL CORP.,1648
,School Board Member,Adam Griffith  ,Non Partisan,Eastern Greene School District,542
,School Board Member,Adam Lehman,Non Partisan,"SA SCHOOL BOARD SEAT 1, SA SCHOOL BOARD SEAT 2, SA SCHOOL BOARD SEAT 3, SA SCHOOL BOARD SEAT 4, SA SCHOOL BOARD SEAT 5",1791
,School Board Member,Adam P Parsley,Non Partisan,North Lawrence Community Schools,6276
,School Board Member,Adam Sharp,Non Partisan,CARMEL-CLAY,15336
,School Board Member,Addam Carmony,Non Partisan,Rush,3049
,School Board Member,Adrian D. Pettis Sr.,Non Partisan,Franklin Township Schools,1055
,School Board Member,Adrienne A Lipp,Non Partisan,Mitchell Community Schools,222
,School Board Member,Adrienne W Greene,Non Partisan,FRANKLIN COUNTY SCHOOL DISTRICT,882
,School Board Member,Alan C (GOOCH) Anspach,Non Partisan,EASTERN PULASKI,831
,School Board Member,Alan D Wright,Non Partisan,MONROE,950
,School Board Member,Alan M. Beck,Non Partisan,"MA District 1, MA District 2, MA District 3",3475
,School Board Member,Alan R. Ford ,Non Partisan,WESTFIELD-WASHINGTON,1823
,School Board Member,Alayna Lightfoot Pol,Non Partisan,DUNELAND,7290
,School Board Member,Alex Dunlap III,Non Partisan,Merrillville,4416
,School Board Member,Alice Jo Gillis,Non Partisan,Delaware Community School District,3098
,School Board Member,Allen Willson,Non Partisan,MACONAQUAH,1463
,School Board Member,Alonzo Anderson,Non Partisan,Pike Township Schools,10799
,School Board Member,Alyssa M. Brooks,Non Partisan,NORTH POSEY,644
,School Board Member,Amanda (Mandi) Mitchell,Non Partisan,"PRECINCT 01, PRECINCT 02, PRECINCT 03, PRECINCT 04, PRECINCT 05, PRECINCT 06, PRECINCT 07, PRECINCT 08, PRECINCT 09, PRECINCT 10, PRECINCT 11, PRECINCT 12, PRECINCT 13, PRECINCT 14, PRECINCT 15, PRECINCT 16, PRECINCT 17, PRECINCT 18, PRECINCT 19, PRE",1901
,School Board Member,Amanda Berenda,Non Partisan,SOUTH NEWTON,1037
,School Board Member,Amanda Gaskill,Non Partisan,Southern Wells,412
,School Board Member,Amanda Mandy Bunton,Non Partisan,SHELBYVILLE CENTRAL SCHOOLS,3042
,School Board Member,Amanda Tokos,Non Partisan,SOUTHWEST ALLEN,6388
,School Board Member,Amanda Webb,Non Partisan,ANDERSON COMMUNITY SCHOOLS,13798
,School Board Member,Amber D Kuhn,Non Partisan,LIBERTY,426
,School Board Member,Amber Huff Willis,Non Partisan,WESTFIELD-WASHINGTON,8003
,School Board Member,Amber L Probst,Non Partisan,SOUTH DEARBORN COMM.,3145
,School Board Member,Amber Rushton,Non Partisan,WESTERN WAYNE SCHOOLS,619
,School Board Member,Amber Treasure,Non Partisan,CLARK PLEASANT SCHOOL CORP,1002
,School Board Member,Amos Yoder,Non Partisan,MIDDLEBURY COMMUNITY SCHOOL,2465
,School Board Member,Amy Burke Adams,Non Partisan,Clay Community,2944
,School Board Member,Amy C Jackson,Non Partisan,LAPORTE COMMUNITY SCHOOL CORPORATION,6221
,School Board Member,Amy J Pettit,Non Partisan,Jennings,3685
